"","Estimate","Std. Error","z value","Pr(>|z|)"
"VarietyS:Strain037",-1.97355882848163,13.59460371496,-0.145172221997898,0.884574897206089
"VarietyV:Strain037",-0.616731485410998,8.54938034532856,-0.0721375655895324,0.942492431068574
"VarietyS:Strain038",-2.36240639357371,6.93815817115989,-0.340494744468872,0.733483979921469
"VarietyV:Strain038",1.81365505595618,8.3836049965453,0.216333553012522,0.828727756720601
"VarietyS:Strain039",6.374604973694,10.3517554526092,0.6157994171015,0.538026912168176
"VarietyV:Strain039",-4.16491287550843,10.5142039572208,-0.396122511267067,0.692014652164151
"VarietyS:Strain041",-2.33509038815572,7.49344185960768,-0.311617869585763,0.755330952056201
"VarietyV:Strain041",-6.626982908506,16.4149347188725,-0.403716677647635,0.686421074137466
"VarietyS:Strain042",-31.3196250509824,41.452241807808,-0.755559257716262,0.449913491135898
"VarietyV:Strain042",0.530731960880621,13.5839529060408,0.0390705094865725,0.968834173029897
"VarietyS:Strain043",-3.47656840794352,12.2823131430065,-0.283054858434633,0.777134784776429
"VarietyV:Strain043",-1.62546653019253,7.38916528207183,-0.219979722761969,0.82588694680421
"VarietyS:Strain044",-2.36004308303289,6.46243106563398,-0.36519431450235,0.71496636202461
"VarietyV:Strain044",-5.68180948044646,10.5194274160444,-0.540125356231885,0.589110585186872
