"Strain","Variety","Source_variety","Rep","Rootweight_g","Shootweight_g","Nod_lobe","Nod_unlobed","Label","Nod_count","prop_lobe","Biomass_g"
"001","S","ON","a",0.3,0.324,8,12,"001_S_a",20,0.4,0.624
"001","V","ON","a",0.362,0.679,18,34,"001_V_a",52,0.346153846153846,1.041
"001","O","ON","a",0.033,0.108,8,22,"001_O_a",30,0.266666666666667,0.141
"001","O","ON","b",0.145,0.259,11,19,"001_O_b",30,0.366666666666667,0.404
"001","V","ON","b",0.094,0.187,11,22,"001_V_b",33,0.333333333333333,0.281
"001","S","ON","b",0.37,0.649,26,26,"001_S_b",52,0.5,1.019
"001","O","ON","c",0.469,0.395,46,11,"001_O_c",57,0.807017543859649,0.864
"001","S","ON","c",0.299,0.467,23,33,"001_S_c",56,0.410714285714286,0.766
"001","V","ON","c",0.284,0.366,52,8,"001_V_c",60,0.866666666666667,0.65
"001","O","ON","d",0.245,0.537,13,16,"001_O_d",29,0.448275862068966,0.782
"001","V","ON","d",0.373,0.444,16,21,"001_V_d",37,0.432432432432432,0.817
"002","S","ON","a",0.331,0.519,12,19,"002_S_a",31,0.387096774193548,0.85
"002","O","ON","a",0.59,0.646,15,21,"002_O_a",36,0.416666666666667,1.236
"002","V","ON","a",0.206,0.317,6,5,"002_V_a",11,0.545454545454545,0.523
"002","V","ON","b",0.158,0.346,9,4,"002_V_b",13,0.692307692307692,0.504
"002","O","ON","b",0.279,0.46,11,7,"002_O_b",18,0.611111111111111,0.739
"002","O","ON","c",0.248,0.501,19,31,"002_O_c",50,0.38,0.749
"002","V","ON","c",0.399,0.561,18,11,"002_V_c",29,0.620689655172414,0.96
"002","S","ON","c",0.218,0.444,27,64,"002_S_c",91,0.296703296703297,0.662
"002","O","ON","d",0.299,0.569,14,10,"002_O_d",24,0.583333333333333,0.868
"002","V","ON","d",0.262,0.417,11,20,"002_V_d",31,0.354838709677419,0.679
"002","S","ON","d",0.251,0.418,16,22,"002_S_d",38,0.421052631578947,0.669
"003","V","ON","a",0.157,0.284,7,12,"003_V_a",19,0.368421052631579,0.441
"003","O","ON","a",0.35,0.556,11,19,"003_O_a",30,0.366666666666667,0.906
"003","S","ON","a",0.346,0.453,15,21,"003_S_a",36,0.416666666666667,0.799
"003","S","ON","b",0.305,0.505,23,28,"003_S_b",51,0.450980392156863,0.81
"003","O","ON","b",0.121,0.301,17,26,"003_O_b",43,0.395348837209302,0.422
"003","V","ON","b",0.106,0.378,8,6,"003_V_b",14,0.571428571428571,0.484
"003","V","ON","c",0.308,0.461,15,13,"003_V_c",28,0.535714285714286,0.769
"003","O","ON","c",0.29,0.471,17,13,"003_O_c",30,0.566666666666667,0.761
"003","S","ON","c",0.345,0.33,11,8,"003_S_c",19,0.578947368421053,0.675
"003","S","ON","d",0.195,0.398,6,20,"003_S_d",26,0.230769230769231,0.593
"003","O","ON","d",0.568,0.444,11,26,"003_O_d",37,0.297297297297297,1.012
"003","V","ON","d",0.262,0.428,10,3,"003_V_d",13,0.769230769230769,0.69
"004","O","ON","a",0.458,0.51,38,27,"004_O_a",65,0.584615384615385,0.968
"004","S","ON","a",0.291,0.383,14,9,"004_S_a",23,0.608695652173913,0.674
"004","V","ON","a",0.181,0.239,7,21,"004_V_a",28,0.25,0.42
"004","V","ON","b",0.284,0.426,12,18,"004_V_b",30,0.4,0.71
"004","O","ON","b",0.266,0.45,14,17,"004_O_b",31,0.451612903225806,0.716
"004","S","ON","b",0.171,0.462,11,14,"004_S_b",25,0.44,0.633
"004","V","ON","c",0.179,0.383,10,75,"004_V_c",85,0.117647058823529,0.562
"004","S","ON","c",0.576,0.652,23,7,"004_S_c",30,0.766666666666667,1.228
"004","O","ON","c",0.386,0.459,8,13,"004_O_c",21,0.380952380952381,0.845
"004","S","ON","d",0.06,0.117,4,18,"004_S_d",22,0.181818181818182,0.177
"004","V","ON","d",0.091,0.222,10,9,"004_V_d",19,0.526315789473684,0.313
"004","O","ON","d",0.404,0.467,17,10,"004_O_d",27,0.62962962962963,0.871
"005","S","ON","a",0.267,0.603,17,21,"005_S_a",38,0.447368421052632,0.87
"005","O","ON","a",0.134,0.218,9,8,"005_O_a",17,0.529411764705882,0.352
"005","V","ON","a",0.113,0.154,11,43,"005_V_a",54,0.203703703703704,0.267
"005","V","ON","b",0.217,0.376,7,45,"005_V_b",52,0.134615384615385,0.593
"005","S","ON","b",0.581,0.659,19,22,"005_S_b",41,0.463414634146341,1.24
"005","S","ON","c",0.285,0.513,27,61,"005_S_c",88,0.306818181818182,0.798
"005","O","ON","c",0.192,0.307,7,20,"005_O_c",27,0.259259259259259,0.499
"005","V","ON","c",0.159,0.404,8,28,"005_V_c",36,0.222222222222222,0.563
"005","O","ON","d",0.368,0.489,11,15,"005_O_d",26,0.423076923076923,0.857
"005","V","ON","d",0.202,0.476,28,40,"005_V_d",68,0.411764705882353,0.678
"006","S","ON","a",0.104,0.194,16,8,"006_S_a",24,0.666666666666667,0.298
"006","V","ON","a",0.18,0.344,15,13,"006_V_a",28,0.535714285714286,0.524
"006","O","ON","a",0.028,0.048,46,104,"006_O_a",150,0.306666666666667,0.076
"006","V","ON","b",0.082,0.175,7,19,"006_V_b",26,0.269230769230769,0.257
"006","O","ON","b",0.335,0.451,28,14,"006_O_b",42,0.666666666666667,0.786
"006","S","ON","b",0.503,0.57,11,19,"006_S_b",30,0.366666666666667,1.073
"006","O","ON","c",0.294,0.708,14,8,"006_O_c",22,0.636363636363636,1.002
"006","V","ON","c",0.278,0.436,4,12,"006_V_c",16,0.25,0.714
"006","S","ON","c",0.312,0.538,21,63,"006_S_c",84,0.25,0.85
"006","S","ON","d",0.184,0.37,14,16,"006_S_d",30,0.466666666666667,0.554
"006","V","ON","d",0.305,0.403,2,39,"006_V_d",41,0.048780487804878,0.708
"006","O","ON","d",0.127,0.211,10,21,"006_O_d",31,0.32258064516129,0.338
"007","S","ON","a",0.113,0.214,10,61,"007_S_a",71,0.140845070422535,0.327
"007","O","ON","a",0.31,0.15,6,12,"007_O_a",18,0.333333333333333,0.46
"007","V","ON","a",0.108,0.238,12,23,"007_V_a",35,0.342857142857143,0.346
"007","V","ON","b",0.337,0.624,26,23,"007_V_b",49,0.530612244897959,0.961
"007","O","ON","b",0.254,0.427,18,22,"007_O_b",40,0.45,0.681
"007","S","ON","b",0.247,0.572,17,39,"007_S_b",56,0.303571428571429,0.819
"007","V","ON","c",0.221,0.486,17,16,"007_V_c",33,0.515151515151515,0.707
"007","O","ON","c",0.365,0.58,25,52,"007_O_c",77,0.324675324675325,0.945
"007","S","ON","c",0.198,0.478,12,28,"007_S_c",40,0.3,0.676
"007","V","ON","d",0.419,0.587,23,32,"007_V_d",55,0.418181818181818,1.006
"007","O","ON","d",0.253,0.498,7,31,"007_O_d",38,0.184210526315789,0.751
"008","S","ON","a",0.368,0.539,12,14,"008_S_a",26,0.461538461538462,0.907
"008","O","ON","a",0.234,0.393,15,11,"008_O_a",26,0.576923076923077,0.627
"008","V","ON","a",0.085,0.205,4,2,"008_V_a",6,0.666666666666667,0.29
"008","O","ON","b",0.292,0.334,8,14,"008_O_b",22,0.363636363636364,0.626
"008","V","ON","b",0.118,0.309,12,10,"008_V_b",22,0.545454545454545,0.427
"008","S","ON","b",0.354,0.739,18,49,"008_S_b",67,0.26865671641791,1.093
"008","S","ON","c",0.165,0.4,24,18,"008_S_c",42,0.571428571428571,0.565
"008","V","ON","c",0.612,0.626,24,19,"008_V_c",43,0.558139534883721,1.238
"008","O","ON","c",0.292,0.583,20,14,"008_O_c",34,0.588235294117647,0.875
"008","V","ON","d",0.116,0.247,17,11,"008_V_d",28,0.607142857142857,0.363
"008","O","ON","d",0.315,0.485,26,48,"008_O_d",74,0.351351351351351,0.8
"009","O","ON","a",0.329,0.369,19,13,"009_O_a",32,0.59375,0.698
"009","V","ON","a",0.216,0.475,9,7,"009_V_a",16,0.5625,0.691
"009","S","ON","a",0.032,0.011,0,5,"009_S_a",5,0,0.043
"009","O","ON","b",0.223,0.349,15,8,"009_O_b",23,0.652173913043478,0.572
"009","S","ON","b",0.416,0.51,12,18,"009_S_b",30,0.4,0.926
"009","V","ON","b",0.321,0.533,18,16,"009_V_b",34,0.529411764705882,0.854
"009","S","ON","c",0.213,0.379,25,33,"009_S_c",58,0.431034482758621,0.592
"009","O","ON","c",0.16,0.349,16,15,"009_O_c",31,0.516129032258065,0.509
"009","V","ON","c",0.333,0.601,23,2,"009_V_c",25,0.92,0.934
"009","V","ON","d",0.17,0.27,6,0,"009_V_d",6,1,0.44
"009","O","ON","d",0.19,0.279,11,9,"009_O_d",20,0.55,0.469
"010","S","ON","a",0.326,0.413,13,15,"010_S_a",28,0.464285714285714,0.739
"010","O","ON","a",0.21,0.351,9,31,"010_O_a",40,0.225,0.561
"010","V","ON","a",0.49,0.652,32,30,"010_V_a",62,0.516129032258065,1.142
"010","V","ON","b",0.104,0.361,15,43,"010_V_b",58,0.258620689655172,0.465
"010","O","ON","b",0.082,0.175,13,12,"010_O_b",25,0.52,0.257
"010","S","ON","b",0.249,0.391,12,16,"010_S_b",28,0.428571428571429,0.64
"010","S","ON","c",0.181,0.32,12,40,"010_S_c",52,0.230769230769231,0.501
"010","O","ON","c",0.15,0.242,6,26,"010_O_c",32,0.1875,0.392
"010","V","ON","c",0.346,0.526,25,37,"010_V_c",62,0.403225806451613,0.872
"010","O","ON","d",0.299,0.395,13,20,"010_O_d",33,0.393939393939394,0.694
"010","V","ON","d",0.169,0.361,18,13,"010_V_d",31,0.580645161290323,0.53
"011","O","ON","a",0.367,0.451,31,24,"011_O_a",55,0.563636363636364,0.818
"011","S","ON","a",0.144,0.256,14,10,"011_S_a",24,0.583333333333333,0.4
"011","V","ON","a",0.119,0.28,9,27,"011_V_a",36,0.25,0.399
"011","O","ON","b",0.187,0.319,16,16,"011_O_b",32,0.5,0.506
"011","V","ON","b",0.169,0.304,5,8,"011_V_b",13,0.384615384615385,0.473
"011","S","ON","b",0.18,0.324,9,12,"011_S_b",21,0.428571428571429,0.504
"011","S","ON","c",0.562,0.823,13,23,"011_S_c",36,0.361111111111111,1.385
"011","V","ON","c",0.226,0.579,27,119,"011_V_c",146,0.184931506849315,0.805
"011","O","ON","c",0.147,0.255,22,12,"011_O_c",34,0.647058823529412,0.402
"011","O","ON","d",0.31,0.451,14,11,"011_O_d",25,0.56,0.761
"011","V","ON","d",0.104,0.265,2,31,"011_V_d",33,0.0606060606060606,0.369
"012","O","ON","a",0.14,0.196,4,37,"012_O_a",41,0.0975609756097561,0.336
"012","V","ON","a",0.056,0.174,12,11,"012_V_a",23,0.521739130434783,0.23
"012","S","ON","a",0.104,0.176,6,31,"012_S_a",37,0.162162162162162,0.28
"012","V","ON","b",0.055,0.21,7,27,"012_V_b",34,0.205882352941176,0.265
"012","O","ON","b",0.163,0.379,7,52,"012_O_b",59,0.11864406779661,0.542
"012","S","ON","b",0.516,0.59,10,74,"012_S_b",84,0.119047619047619,1.106
"012","S","ON","c",0.238,0.328,6,76,"012_S_c",82,0.0731707317073171,0.566
"012","V","ON","c",0.181,0.354,9,34,"012_V_c",43,0.209302325581395,0.535
"012","O","ON","c",0.24,0.272,4,33,"012_O_c",37,0.108108108108108,0.512
"012","V","ON","d",0.08,0.207,12,30,"012_V_d",42,0.285714285714286,0.287
"012","O","ON","d",0.168,0.247,22,31,"012_O_d",53,0.415094339622642,0.415
"013","O","ON","a",0.351,0.721,42,48,"013_O_a",90,0.466666666666667,1.072
"013","S","ON","a",0.178,0.483,36,41,"013_S_a",77,0.467532467532468,0.661
"013","V","ON","a",0.181,0.451,17,31,"013_V_a",48,0.354166666666667,0.632
"013","S","ON","b",0.371,0.799,25,5,"013_S_b",30,0.833333333333333,1.17
"013","V","ON","b",0.108,0.312,11,9,"013_V_b",20,0.55,0.42
"013","O","ON","b",0.245,0.576,30,46,"013_O_b",76,0.394736842105263,0.821
"013","S","ON","c",0.146,0.326,23,11,"013_S_c",34,0.676470588235294,0.472
"013","V","ON","c",0.338,0.485,43,101,"013_V_c",144,0.298611111111111,0.823
"013","O","ON","c",0.184,0.354,20,46,"013_O_c",66,0.303030303030303,0.538
"013","V","ON","d",0.371,0.651,17,118,"013_V_d",135,0.125925925925926,1.022
"013","S","ON","d",0.352,0.674,22,86,"013_S_d",108,0.203703703703704,1.026
"013","O","ON","d",0.48,0.606,24,44,"013_O_d",68,0.352941176470588,1.086
"014","V","ON","a",0.185,0.373,12,48,"014_V_a",60,0.2,0.558
"014","S","ON","a",0.25,0.383,1,5,"014_S_a",6,0.166666666666667,0.633
"014","O","ON","a",0.102,0.233,12,29,"014_O_a",41,0.292682926829268,0.335
"014","S","ON","b",0.234,0.35,14,68,"014_S_b",82,0.170731707317073,0.584
"014","O","ON","b",0.268,0.228,18,29,"014_O_b",47,0.382978723404255,0.496
"014","V","ON","b",0.156,0.367,29,18,"014_V_b",47,0.617021276595745,0.523
"014","V","ON","c",0.162,0.33,8,41,"014_V_c",49,0.163265306122449,0.492
"014","S","ON","c",0.522,0.712,55,47,"014_S_c",102,0.53921568627451,1.234
"014","O","ON","c",0.289,0.398,1,48,"014_O_c",49,0.0204081632653061,0.687
"014","V","ON","d",0.28,0.376,26,52,"014_V_d",78,0.333333333333333,0.656
"014","O","ON","d",0.433,0.705,22,62,"014_O_d",84,0.261904761904762,1.138
"015","O","ON","a",0.176,0.321,6,47,"015_O_a",53,0.113207547169811,0.497
"015","V","ON","a",0.239,0.366,26,32,"015_V_a",58,0.448275862068966,0.605
"015","S","ON","a",0.001,0.507,24,35,"015_S_a",59,0.406779661016949,0.508
"015","O","ON","b",0.171,0.387,18,18,"015_O_b",36,0.5,0.558
"015","V","ON","b",0.071,0.169,5,9,"015_V_b",14,0.357142857142857,0.24
"015","S","ON","b",0.22,0.385,14,41,"015_S_b",55,0.254545454545455,0.605
"015","O","ON","c",0.093,0.204,5,41,"015_O_c",46,0.108695652173913,0.297
"015","S","ON","c",0.547,0.608,30,36,"015_S_c",66,0.454545454545455,1.155
"015","V","ON","c",0.137,0.278,2,7,"015_V_c",9,0.222222222222222,0.415
"015","O","ON","d",0.298,0.522,12,33,"015_O_d",45,0.266666666666667,0.82
"015","V","ON","d",0.165,0.262,7,5,"015_V_d",12,0.583333333333333,0.427
"016","O","ON","a",0.256,0.321,6,56,"016_O_a",62,0.0967741935483871,0.577
"016","V","ON","a",0.098,0.259,9,13,"016_V_a",22,0.409090909090909,0.357
"016","S","ON","a",0.211,0.461,12,9,"016_S_a",21,0.571428571428571,0.672
"016","S","ON","b",0.12,0.269,10,44,"016_S_b",54,0.185185185185185,0.389
"016","V","ON","b",0.157,0.323,12,25,"016_V_b",37,0.324324324324324,0.48
"016","O","ON","b",0.184,0.435,10,24,"016_O_b",34,0.294117647058824,0.619
"016","V","ON","c",0.534,0.623,13,38,"016_V_c",51,0.254901960784314,1.157
"016","O","ON","c",0.228,0.301,22,21,"016_O_c",43,0.511627906976744,0.529
"016","S","ON","c",0.167,0.293,6,25,"016_S_c",31,0.193548387096774,0.46
"016","S","ON","d",0.115,0.253,9,30,"016_S_d",39,0.230769230769231,0.368
"016","V","ON","d",0.067,0.133,6,20,"016_V_d",26,0.230769230769231,0.2
"016","O","ON","d",0.158,0.157,10,16,"016_O_d",26,0.384615384615385,0.315
"017","S","ON","a",0.146,0.306,10,12,"017_S_a",22,0.454545454545455,0.452
"017","O","ON","a",0.191,0.326,17,9,"017_O_a",26,0.653846153846154,0.517
"017","O","ON","b",0.268,0.288,9,25,"017_O_b",34,0.264705882352941,0.556
"017","V","ON","b",0.317,0.554,16,48,"017_V_b",64,0.25,0.871
"017","S","ON","b",0.397,0.497,17,14,"017_S_b",31,0.548387096774194,0.894
"017","V","ON","c",0.262,0.507,12,15,"017_V_c",27,0.444444444444444,0.769
"017","O","ON","c",0.373,0.496,29,15,"017_O_c",44,0.659090909090909,0.869
"017","S","ON","c",0.289,0.351,15,28,"017_S_c",43,0.348837209302326,0.64
"017","O","ON","d",0.175,0.26,11,11,"017_O_d",22,0.5,0.435
"017","V","ON","d",0.234,0.318,19,21,"017_V_d",40,0.475,0.552
"018","V","ON","a",0.079,0.36,2,16,"018_V_a",18,0.111111111111111,0.439
"018","O","ON","a",0.191,0.303,8,123,"018_O_a",131,0.0610687022900763,0.494
"018","V","ON","b",0.182,0.348,10,28,"018_V_b",38,0.263157894736842,0.53
"018","S","ON","b",0.28,0.592,14,30,"018_S_b",44,0.318181818181818,0.872
"018","O","ON","b",0.202,0.459,10,11,"018_O_b",21,0.476190476190476,0.661
"018","V","ON","c",0.35,0.387,20,24,"018_V_c",44,0.454545454545455,0.737
"018","O","ON","c",0.396,0.589,20,32,"018_O_c",52,0.384615384615385,0.985
"018","S","ON","c",0.162,0.354,25,65,"018_S_c",90,0.277777777777778,0.516
"018","V","ON","d",0.252,0.505,14,21,"018_V_d",35,0.4,0.757
"018","O","ON","d",0.251,0.328,7,38,"018_O_d",45,0.155555555555556,0.579
"019","O","ON","a",0.375,0.452,17,64,"019_O_a",81,0.209876543209877,0.827
"019","V","ON","a",0.048,0.113,3,10,"019_V_a",13,0.230769230769231,0.161
"019","S","ON","a",0.322,0.351,15,58,"019_S_a",73,0.205479452054795,0.673
"019","V","ON","b",0.145,0.265,10,32,"019_V_b",42,0.238095238095238,0.41
"019","S","ON","b",0.147,0.339,7,43,"019_S_b",50,0.14,0.486
"019","O","ON","b",0.069,0.129,3,26,"019_O_b",29,0.103448275862069,0.198
"019","V","ON","c",0.11,0.208,8,42,"019_V_c",50,0.16,0.318
"019","S","ON","c",0.039,0.123,7,21,"019_S_c",28,0.25,0.162
"019","O","ON","c",0.057,0.105,4,52,"019_O_c",56,0.0714285714285714,0.162
"019","S","ON","d",0.567,0.635,9,52,"019_S_d",61,0.147540983606557,1.202
"019","O","ON","d",0.137,0.345,0,56,"019_O_d",56,0,0.482
"019","V","ON","d",0.11,0.264,12,72,"019_V_d",84,0.142857142857143,0.374
"020","O","ON","a",0.104,0.148,13,16,"020_O_a",29,0.448275862068966,0.252
"020","S","ON","a",0.374,0.532,16,13,"020_S_a",29,0.551724137931034,0.906
"020","V","ON","a",0.106,0.218,6,20,"020_V_a",26,0.230769230769231,0.324
"020","S","ON","b",0.274,0.466,14,28,"020_S_b",42,0.333333333333333,0.74
"020","O","ON","b",0.12,0.296,7,9,"020_O_b",16,0.4375,0.416
"020","V","ON","b",0.045,0.159,6,11,"020_V_b",17,0.352941176470588,0.204
"020","V","ON","c",0.293,0.383,13,21,"020_V_c",34,0.382352941176471,0.676
"020","S","ON","c",0.71,0.751,23,29,"020_S_c",52,0.442307692307692,1.461
"020","O","ON","c",0.214,0.387,11,44,"020_O_c",55,0.2,0.601
"020","O","ON","d",0.262,0.452,15,46,"020_O_d",61,0.245901639344262,0.714
"020","V","ON","d",0.346,0.324,12,9,"020_V_d",21,0.571428571428571,0.67
"021","O","ON","a",0.206,0.272,10,11,"021_O_a",21,0.476190476190476,0.478
"021","S","ON","a",0.329,0.536,16,26,"021_S_a",42,0.380952380952381,0.865
"021","V","ON","a",0.191,0.325,19,32,"021_V_a",51,0.372549019607843,0.516
"021","V","ON","b",0.145,0.28,9,17,"021_V_b",26,0.346153846153846,0.425
"021","S","ON","b",0.307,0.455,14,21,"021_S_b",35,0.4,0.762
"021","O","ON","b",0.093,0.259,12,16,"021_O_b",28,0.428571428571429,0.352
"021","S","ON","c",0.262,0.48,16,1,"021_S_c",17,0.941176470588235,0.742
"021","V","ON","c",0.16,0.33,17,10,"021_V_c",27,0.62962962962963,0.49
"021","O","ON","c",0.045,0.148,7,17,"021_O_c",24,0.291666666666667,0.193
"021","V","ON","d",0.245,0.396,9,3,"021_V_d",12,0.75,0.641
"021","S","ON","d",0.344,0.52,14,21,"021_S_d",35,0.4,0.864
"021","O","ON","d",0.116,0.213,10,42,"021_O_d",52,0.192307692307692,0.329
"022","O","ON","a",0.148,0.326,22,12,"022_O_a",34,0.647058823529412,0.474
"022","V","ON","a",0.251,0.288,8,18,"022_V_a",26,0.307692307692308,0.539
"022","S","ON","a",0.221,0.352,23,21,"022_S_a",44,0.522727272727273,0.573
"022","V","ON","b",0.28,0.43,16,37,"022_V_b",53,0.30188679245283,0.71
"022","S","ON","b",0.46,0.448,28,16,"022_S_b",44,0.636363636363636,0.908
"022","O","ON","b",0.109,0.205,8,17,"022_O_b",25,0.32,0.314
"022","O","ON","c",0.075,0.183,8,19,"022_O_c",27,0.296296296296296,0.258
"022","V","ON","c",0.054,0.19,16,40,"022_V_c",56,0.285714285714286,0.244
"022","S","ON","c",0.528,0.703,17,10,"022_S_c",27,0.62962962962963,1.231
"022","V","ON","d",0.302,0.52,20,54,"022_V_d",74,0.27027027027027,0.822
"022","O","ON","d",0.205,0.358,9,12,"022_O_d",21,0.428571428571429,0.563
"023","O","ON","a",0.208,0.373,12,21,"023_O_a",33,0.363636363636364,0.581
"023","V","ON","a",0.11,0.204,6,15,"023_V_a",21,0.285714285714286,0.314
"023","S","ON","b",0.4,0.553,16,54,"023_S_b",70,0.228571428571429,0.953
"023","V","ON","b",0.268,0.365,23,22,"023_V_b",45,0.511111111111111,0.633
"023","O","ON","b",0.349,0.458,14,27,"023_O_b",41,0.341463414634146,0.807
"023","V","ON","c",0.289,0.493,16,15,"023_V_c",31,0.516129032258065,0.782
"023","S","ON","c",0.133,0.252,6,20,"023_S_c",26,0.230769230769231,0.385
"023","O","ON","c",0.271,0.332,15,27,"023_O_c",42,0.357142857142857,0.603
"023","S","ON","d",0.507,0.376,11,5,"023_S_d",16,0.6875,0.883
"023","O","ON","d",0.493,0.594,16,19,"023_O_d",35,0.457142857142857,1.087
"023","V","ON","d",0.294,0.461,13,12,"023_V_d",25,0.52,0.755
"024","O","ON","a",0.247,0.395,24,30,"024_O_a",54,0.444444444444444,0.642
"024","V","ON","a",0.278,0.502,21,14,"024_V_a",35,0.6,0.78
"024","S","ON","a",0.596,0.682,13,37,"024_S_a",50,0.26,1.278
"024","S","ON","b",0.257,0.32,2,2,"024_S_b",4,0.5,0.577
"024","V","ON","b",0.376,0.527,12,15,"024_V_b",27,0.444444444444444,0.903
"024","O","ON","b",0.074,0.255,5,12,"024_O_b",17,0.294117647058824,0.329
"024","V","ON","c",0.225,0.607,14,15,"024_V_c",29,0.482758620689655,0.832
"024","S","ON","c",0.606,0.725,13,65,"024_S_c",78,0.166666666666667,1.331
"024","O","ON","c",0.22,0.407,8,19,"024_O_c",27,0.296296296296296,0.627
"024","O","ON","d",0.179,0.255,11,28,"024_O_d",39,0.282051282051282,0.434
"024","V","ON","d",0.285,0.438,7,11,"024_V_d",18,0.388888888888889,0.723
"025","V","ON","a",0.267,0.366,8,25,"025_V_a",33,0.242424242424242,0.633
"025","O","ON","a",0.247,0.31,21,30,"025_O_a",51,0.411764705882353,0.557
"025","S","ON","b",0.264,0.645,14,25,"025_S_b",39,0.358974358974359,0.909
"025","O","ON","b",0.148,0.241,15,28,"025_O_b",43,0.348837209302326,0.389
"025","V","ON","b",0.23,0.385,20,12,"025_V_b",32,0.625,0.615
"025","V","ON","c",0.112,0.245,13,28,"025_V_c",41,0.317073170731707,0.357
"025","S","ON","c",0.11,0.178,25,33,"025_S_c",58,0.431034482758621,0.288
"025","O","ON","c",0.204,0.334,15,70,"025_O_c",85,0.176470588235294,0.538
"025","S","ON","d",0.245,0.341,15,46,"025_S_d",61,0.245901639344262,0.586
"025","O","ON","d",0.212,0.361,16,74,"025_O_d",90,0.177777777777778,0.573
"025","V","ON","d",0.436,0.459,8,49,"025_V_d",57,0.140350877192982,0.895
"026","O","ON","a",0.375,0.376,13,30,"026_O_a",43,0.302325581395349,0.751
"026","V","ON","a",0.164,0.341,8,15,"026_V_a",23,0.347826086956522,0.505
"026","S","ON","a",0.104,0.217,7,7,"026_S_a",14,0.5,0.321
"026","O","ON","b",0.196,0.308,7,13,"026_O_b",20,0.35,0.504
"026","S","ON","b",0.342,0.528,11,16,"026_S_b",27,0.407407407407407,0.87
"026","V","ON","b",0.204,0.48,13,13,"026_V_b",26,0.5,0.684
"026","O","ON","c",0.498,0.621,7,2,"026_O_c",9,0.777777777777778,1.119
"026","V","ON","c",0.381,0.571,19,6,"026_V_c",25,0.76,0.952
"026","O","ON","d",0.175,0.299,15,4,"026_O_d",19,0.789473684210526,0.474
"026","V","ON","d",0.415,0.461,20,11,"026_V_d",31,0.645161290322581,0.876
"026","S","ON","d",0.455,0.483,16,29,"026_S_d",45,0.355555555555556,0.938
"028","V","ON","a",0.108,0.205,9,14,"028_V_a",23,0.391304347826087,0.313
"028","O","ON","a",0.177,0.426,17,25,"028_O_a",42,0.404761904761905,0.603
"028","S","ON","a",0.129,0.293,9,39,"028_S_a",48,0.1875,0.422
"028","V","ON","b",0.13,0.294,5,44,"028_V_b",49,0.102040816326531,0.424
"028","O","ON","b",0.001,0.039,4,26,"028_O_b",30,0.133333333333333,0.04
"028","S","ON","b",0.29,0.533,15,28,"028_S_b",43,0.348837209302326,0.823
"028","S","ON","c",0.331,0.51,32,27,"028_S_c",59,0.542372881355932,0.841
"028","V","ON","c",0.242,0.413,30,23,"028_V_c",53,0.566037735849057,0.655
"028","O","ON","c",0.12,0.26,9,53,"028_O_c",62,0.145161290322581,0.38
"028","O","ON","d",0.238,0.314,4,39,"028_O_d",43,0.0930232558139535,0.552
"028","V","ON","d",0.252,0.299,8,74,"028_V_d",82,0.0975609756097561,0.551
"029","S","ON","a",0.387,0.482,6,69,"029_S_a",75,0.08,0.869
"029","V","ON","a",0.008,0.101,9,12,"029_V_a",21,0.428571428571429,0.109
"029","O","ON","a",0.128,0.219,14,50,"029_O_a",64,0.21875,0.347
"029","V","ON","b",0.166,0.259,9,18,"029_V_b",27,0.333333333333333,0.425
"029","S","ON","b",0.245,0.272,17,38,"029_S_b",55,0.309090909090909,0.517
"029","O","ON","b",0.039,0.104,5,42,"029_O_b",47,0.106382978723404,0.143
"029","O","ON","c",0.192,0.412,18,40,"029_O_c",58,0.310344827586207,0.604
"029","S","ON","c",0.629,0.516,12,38,"029_S_c",50,0.24,1.145
"029","V","ON","c",0.109,0.223,11,42,"029_V_c",53,0.207547169811321,0.332
"029","V","ON","d",0.17,0.309,6,19,"029_V_d",25,0.24,0.479
"029","O","ON","d",0.152,0.315,6,45,"029_O_d",51,0.117647058823529,0.467
"030","S","ON","a",0.314,0.506,6,35,"030_S_a",41,0.146341463414634,0.82
"030","O","ON","a",0.321,0.377,17,33,"030_O_a",50,0.34,0.698
"030","V","ON","a",0.099,0.23,9,8,"030_V_a",17,0.529411764705882,0.329
"030","V","ON","b",0.308,0.543,16,14,"030_V_b",30,0.533333333333333,0.851
"030","O","ON","b",0.26,0.328,10,7,"030_O_b",17,0.588235294117647,0.588
"030","S","ON","b",0.559,0.759,13,26,"030_S_b",39,0.333333333333333,1.318
"030","S","ON","c",0.395,0.499,14,79,"030_S_c",93,0.150537634408602,0.894
"030","O","ON","c",0.165,0.348,26,41,"030_O_c",67,0.388059701492537,0.513
"030","V","ON","c",0.272,0.452,22,31,"030_V_c",53,0.415094339622642,0.724
"030","V","ON","d",0.105,0.223,6,2,"030_V_d",8,0.75,0.328
"030","O","ON","d",0.394,0.409,10,17,"030_O_d",27,0.37037037037037,0.803
"031","O","SN","a",0.335,0.529,18,12,"031_O_a",30,0.6,0.864
"031","S","SN","a",0.595,0.51,11,60,"031_S_a",71,0.154929577464789,1.105
"031","V","SN","a",0.069,0.165,9,5,"031_V_a",14,0.642857142857143,0.234
"031","V","SN","b",0.228,0.391,13,33,"031_V_b",46,0.282608695652174,0.619
"031","S","SN","b",0.144,0.267,8,33,"031_S_b",41,0.195121951219512,0.411
