Strain,Variety,Source_variety,Rep,Label,Tray,Slot,Location,Plantarea_3weeks_cm^2,Chloro_1,Chloro_2,Chloro_3,Chloro_4,Chloro_5,Chloro_check,Chloro_avg,Rootweight_g,Shootweight_g,Nod_lobe,Nod_unlobed,Nodule_Picker,Morphology,NOTES
057,S,SN,c,057_S_c,81,A,81-A,3.896706213,48.4,18.8,2.7,7.6,46.8,21.67,24.86,0.376,0.631,16,75,MAG,R,
057,O,SN,c,057_O_c,83,G,83-G,0.391417043,32.9,33,5.4,3.8,18.8,14.29,18.78,0.142,0.308,20,25,MAG,R,
057,V,SN,c,057_V_c,94,F,94-F,5.759427433,36.9,42.2,42.6,41.3,38.5,0.17,40.3,0.225,0.594,32,19,LTB,R,
057,V,SN,d,057_V_d,110,H,110-H,2.650198223,41.6,42.3,68.3,46.5,25.9,3.2,44.92,0.265,0.392,25,5,ELP,R,
057,O,SN,d,057_O_d,136,E,136-E,5.36913473,20.8,37.2,56.6,46.4,49.1,5.74,42.02,0.2,0.323,12,4,MAG,R,
057,S,SN,d,057_S_d,138,F,138-F,0,,1,1,1,0.9,0,0.975,NA,NA,NA,NA,,R,DEAD
058,V,SN,a,058_V_a,20,I,20-I,3.907735934,6.8,29.1,14.5,34.6,32.4,7.75,23.48,0.154,0.419,5,11,,R,
058,S,SN,a,058_S_a,31,F,31-F,2.768966564,27.3,39.6,44.1,26,30.2,2.36,33.44,0.283,0.368,14,8,EMB,R,
058,O,SN,a,058_O_a,31,G,31-G,5.650093798,36.1,36.9,30.9,32.8,29.9,0.23,33.32,0.4,0.579,16,32,EMB,R,
058,V,SN,b,058_V_b,42,D,42-D,3.133041172,4.2,39,5.2,27.2,40.9,15.46,23.3,0.277,0.537,10,20,EMB,R,
058,O,SN,b,058_O_b,53,C,53-C,2.736923077,31.8,30.9,44.6,41.4,45.8,1.27,38.9,0.3,0.355,13,4,EMB,R,
058,S,SN,b,058_S_b,59,A,59-A,2.197178518,29,11.4,30.3,18.3,36.3,3.65,25.06,0.106,0.285,6,15,EMB,R,
058,O,SN,c,058_O_c,92,F,92-F,3.552054387,51.1,45.5,43.6,25.1,46.6,3.08,42.38,0.382,0.497,10,46,ELP,R,
058,S,SN,c,058_S_c,93,F,93-F,5.826455808,41.6,46.7,43.5,42.5,23.8,0.11,39.62,0.479,0.681,13,25,EMB,R,
058,V,SN,c,058_V_c,107,G,107-G,4.52045806,15.7,5.4,28.6,6.7,30.3,8.11,17.34,0.391,0.587,23,35,MAG,R,
058,S,SN,d,058_S_d,113,J,113-J,0,1,1,1,1,1,0,1,NA,NA,NA,NA,,R,DEAD
058,V,SN,d,058_V_d,133,H,133-H,1.034952482,34.5,36.4,19.2,25.5,25.6,2.23,28.24,0.168,0.21,13,15,LTB,R,
058,O,SN,d,058_O_d,134,C,134-C,4.24006811,47.2,47.5,42.7,46.5,26.1,0.11,42,0.381,0.44,11,38,ELP,R,
059,S,SN,a,059_S_a,7,I,7-I,2.823254042,4.1,4.3,22.1,5,39.9,8.78,15.08,0.113,0.28,15,27,EMB,R,
059,V,SN,a,059_V_a,15,G,15-G,1.64080223,4.1,24.6,35.6,23.1,25.6,7.83,22.6,0.175,0.406,13,12,EMB,R,
059,O,SN,a,059_O_a,16,A,16-A,3.675915444,40.8,37.9,39.9,41.3,47.9,0.06,41.56,0.32,0.292,10,26,SVG,R,
059,S,SN,b,059_S_b,50,D,50-D,3.232433569,7.8,46.6,15,34.3,43.4,12.16,29.42,0.316,0.498,14,32,EMB,R,
059,O,SN,b,059_O_b,67,B,67-B,1.67767179,21.3,21.9,NA,2.3,26.2,8.19,17.925,0.088,0.171,5,4,EMB,R,
059,V,SN,b,059_V_b,71,I,71-I,2.815842334,43.7,17.1,25.8,32.6,50.4,4.23,33.92,0.254,0.486,16,59,SVG,R,
059,V,SN,c,059_V_c,77,J,77-J,2.135753562,27.9,21.4,30.4,25.3,20.2,0.56,25.04,0.164,0.371,8,52,SVG,R,
059,O,SN,c,059_O_c,79,C,79-C,2.814808793,6.8,31.6,36.4,NA,38.8,10.12,28.4,0.156,0.219,14,38,SVG,R,
059,S,SN,c,059_S_c,100,G,100-G,5.895712313,6.3,12.3,34.4,43.3,47.8,12.89,28.82,0.511,0.693,17,69,SVG,R,
059,O,SN,d,059_O_d,114,F,114-F,3.161814018,47,49.9,47.1,40.4,41.2,0.35,45.12,0.456,0.427,8,19,ELP,R,
059,S,SN,d,059_S_d,129,D,129-D,0,1.1,1,1,1,0.9,0,1,NA,NA,NA,NA,,R,DEAD
059,V,SN,d,059_V_d,143,G,143-G,1.249734677,1.9,16.9,3.1,4.9,13,7.13,7.96,0.138,0.378,12,19,ELP,R,
060,S,SN,a,060_S_a,9,G,9-G,3.698815166,17.6,28,42.2,31.9,24.7,3.46,28.88,0.223,0.424,11,23,EMB,R,
060,O,SN,a,060_O_a,13,E,13-E,2.965844701,0.9,27.9,32.8,34.4,40.4,10.2,27.28,0.269,0.503,29,31,LTB,R,
060,V,SN,a,060_V_a,22,I,22-I,6.48108351,18.6,8.8,21.8,18.4,23.4,1.87,18.2,0.147,0.331,3,53,EMB,R,
060,O,SN,b,060_O_b,44,A,44-A,4.054864662,5.3,32.8,46.9,9,27.6,16.67,24.32,0.236,0.446,14,36,EMB,R,
060,V,SN,b,060_V_b,48,A,48-A,1.32318637,15.3,18.8,27.3,28.3,33.6,1.82,24.66,0.09,0.228,9,12,EMB,R,
060,S,SN,b,060_S_b,50,G,50-G,4.727481799,25.6,13.2,39,10.5,43.4,7.73,26.34,0.305,0.434,18,32,EMB,R,
060,O,SN,c,060_O_c,89,F,89-F,3.53522586,16.2,21.9,15.4,15.2,21.1,0.59,17.96,0.178,0.316,23,13,ELP,R,
060,S,SN,c,060_S_c,91,D,91-D,4.761822283,38.6,35.1,39.6,37.9,41.4,0.1,38.52,0.398,0.405,10,36,SVG,R,
060,V,SN,c,060_V_c,91,H,91-H,2.715749617,6.5,24.5,17.5,2.6,18.7,7.9,13.96,0.149,0.349,4,29,SVG,R,
060,O,SN,d,060_O_d,114,A,114-A,1.066802977,2,2.3,6.8,39.1,40.9,25.35,18.22,0.072,0.113,6,10,ELP,R,
060,V,SN,d,060_V_d,118,E,118-E,2.472098573,21.5,19.2,28.4,27.7,28.9,0.86,25.14,0.13,0.295,7,46,ELP,R,
060,S,SN,d,060_S_d,132,E,132-E,0,1.1,1,1,1.5,0.9,0.05,1.1,NA,NA,NA,NA,,R,DEAD
062,O,VL,a,062_O_a,10,G,10-G,1.252733001,24.1,16.7,23.1,23,33.3,0.53,24.04,0.094,0.165,4,11,ELP,R,
062,V,VL,a,062_V_a,11,J,11-J,2.147053942,1.3,1,1,1,0.9,0.02,1.04,NA,NA,NA,NA,NA,R,DEAD
062,S,VL,a,062_S_a,12,B,12-B,2.920385876,35.1,7,24.2,2.6,31.9,13.29,20.16,0.186,0.298,16,19,ELP,R,
062,V,VL,b,062_V_b,37,B,37-B,1.119161253,29,22.7,29.5,29.4,32.8,0.4,28.68,0.102,0.246,10,29,EMB,R,
062,O,VL,b,062_O_b,42,E,42-E,1.839297802,7.9,4.3,34.4,6.6,38,15.04,18.24,0.142,0.234,11,10,EMB,R,
062,S,VL,b,062_S_b,72,G,72-G,1.134824661,31.6,2.9,31.4,31.8,42.1,8.43,27.96,0.125,0.233,15,51,EMB,R,
062,O,VL,c,062_O_c,73,E,73-E,3.343063128,40.7,NA,37.5,35.9,38.1,0.16,38.05,0.153,0.322,16,41,LTB,R,
062,S,VL,c,062_S_c,104,I,104-I,10.99395295,43.4,5.3,12.4,10,53.7,16.91,24.96,0.393,0.716,28,9,MAG,R,
062,V,VL,c,062_V_c,107,E,107-E,2.297208926,32.2,25.7,7.9,7.4,25.3,8.65,19.7,0.094,0.485,16,22,MAG,R,
062,S,VL,d,062_S_d,116,D,116-D,0,1.1,1,1,1,1,0,1.02,NA,NA,NA,NA,,R,
062,O,VL,d,062_O_d,130,J,130-J,2.523893805,37,4.4,40.9,39,19,9.93,28.06,0.314,0.352,7,33,SVG,R,
062,V,VL,d,062_V_d,142,B,142-B,3.429437896,28.1,10.3,31.6,20.7,37,3.91,25.54,0.167,0.422,7,54,LTB,R,
063,S,VL,a,063_S_a,1,E,1-E,2.241258472,22.7,29,9.1,9.4,28.7,5.61,19.78,0.333,0.49,18,28,EMB,R,
063,V,VL,a,063_V_a,5,C,5-C,0.66255782,9.9,7.1,7.7,26.2,10.1,6.46,12.2,0.125,0.319,8,11,EMB,R,
063,O,VL,a,063_O_a,33,D,33-D,2.981807323,22.9,24.1,33.7,27.1,33.8,0.87,28.32,0.191,0.385,19,21,EMB,R,
063,S,VL,b,063_S_b,43,G,43-G,4.730484581,18.2,29,34.7,25.8,25.6,1.76,26.66,0.299,0.398,30,16,ELP,R,
063,V,VL,b,063_V_b,45,G,45-G,1.08406871,3.4,20,8.9,23.7,12.7,6.39,13.74,0.102,0.212,7,1,JEH,R,
063,O,VL,b,063_O_b,54,A,54-A,4.093324451,27.9,33.5,42.7,41,45,1.3,38.02,0.272,0.558,15,14,EMB,R,
063,S,VL,c,063_S_c,95,F,95-F,6.713307383,49.2,58.2,52.8,52.8,69.4,0.26,56.48,0.518,0.621,30,13,ELP,R,
063,O,VL,c,063_O_c,96,C,96-C,4.924981479,35.2,59.3,17.9,44,44.7,7.64,40.22,0.26,0.505,14,42,SVG,R,
063,V,VL,c,063_V_c,105,D,105-D,2.954578987,5.2,25.2,25,24,22.5,4.82,20.38,0.293,0.488,21,57,MAG,R,
063,V,VL,d,063_V_d,113,I,113-I,0.26778339,11.6,2.8,12.4,4.2,40.2,3.16,14.24,0.054,0.118,11,20,ELP,R,
063,S,VL,d,063_S_d,133,G,133-G,0,1.1,1,1.1,1,0.9,0,1.02,NA,NA,NA,NA,,R,DEAD
063,O,VL,d,063_O_d,134,H,134-H,2.967776977,45.9,35.6,0.8,37.9,43.8,13.3,32.8,0.313,0.463,19,38,ELP,R,
064,O,VL,a,064_O_a,9,J,9-J,4.732872845,43.4,38.7,39.7,42.2,43.5,0.12,41.5,0.34,0.351,3,11,EMB,R,
064,S,VL,a,064_S_a,17,C,17-C,1.089986051,15.3,20.7,21.3,23.6,30.6,0.61,22.3,0.151,0.276,10,22,EMB,R,
064,V,VL,a,064_V_a,26,H,26-H,0.48370805,25.3,NA,27.7,29.3,32.2,0.15,28.625,0.164,0.367,12,35,MAG,R,
064,S,VL,b,064_S_b,54,C,54-C,2.592011094,35.2,21.1,32.2,33.2,41.5,1.32,32.64,0.221,0.335,15,13,EMB,R,
064,V,VL,b,064_V_b,59,D,59-D,1.324642357,2,15.6,22.8,16.2,9.5,5.39,13.22,0.054,0.195,4,36,EMB,R,
064,O,VL,b,064_O_b,72,H,72-H,2.883586586,14.4,3.1,34,32.8,15.5,10.63,19.96,0.167,0.398,8,17,EMB,R,
064,V,VL,c,064_V_c,78,F,78-F,3.691700693,38.7,39.1,51.9,46.7,15.4,0.92,38.36,0.242,0.46,11,14,EMB,R,
064,O,VL,c,064_O_c,89,H,89-H,1.524409449,35.5,21.3,37.5,35.2,40.7,1.72,34.04,0.159,0.264,9,11,ELP,R,
064,S,VL,c,064_S_c,96,J,96-J,4.192598904,,15.7,60.5,64.1,39,15.55,44.825,0.416,0.434,10,30,SVG,R,
064,V,VL,d,064_V_d,112,I,112-I,1.971880071,6.3,6.9,21.9,29.8,34.5,8.26,19.88,0.122,0.186,8,36,ELP,R,
064,S,VL,d,064_S_d,132,I,132-I,2.248633333,10.1,9.2,21.9,1,27.7,7.02,13.98,0.174,0.194,7,63,SVG,R,
064,O,VL,d,064_O_d,134,G,134-G,5.177593278,62.2,38.6,53.1,22.9,39.2,6.7,43.2,0.377,0.682,14,19,ELP,R,
065,S,VL,a,065_S_a,1,I,1-I,0.313123845,1,3.5,2.2,1.4,5.5,0.6,2.72,0.015,0.037,3,14,EMB,R,
065,O,VL,a,065_O_a,2,A,2-A,4.070100273,15.5,37.8,32.7,38.6,47.2,3.71,34.36,0.351,0.477,23,17,ELP,R,
065,V,VL,a,065_V_a,3,G,3-G,4.999814843,13.3,5.7,4.9,14.7,5.8,2.66,8.88,0.946,0.521,11,68,GMF,R,
065,S,VL,b,065_S_b,39,A,39-A,3.516098226,26.1,30.8,50.9,14.5,39.5,7.54,32.36,0.355,0.392,19,30,LTB,R,
065,V,VL,b,065_V_b,56,E,56-E,2.526588089,11.4,10.4,14.8,23.1,32.6,2.23,18.46,0.124,0.342,11,36,EMB,R,
065,O,VL,b,065_O_b,64,J,64-J,5.12678428,30.9,18.8,36.6,24,10,2.2,24.06,0.185,0.318,13,11,EMB,R,
065,O,VL,c,065_O_c,77,D,77-D,3.256134647,27,11.7,14.7,35.4,33,5.46,24.36,0.216,0.339,14,63,LTB,R,
065,V,VL,c,065_V_c,82,I,82-I,1.348239489,7.7,8,44.9,27.4,40.2,14.46,25.64,0.109,0.237,6,29,MAG,R,
065,S,VL,c,065_S_c,108,H,108-H,6.163723508,44.2,34.2,10.3,27.1,33.8,7.04,29.92,0.51,0.511,12,58,SVG,R,
065,S,VL,d,065_S_d,115,D,115-D,0,1.1,1,1,1,0.9,0,1,NA,NA,NA,NA,,R,DEAD
065,V,VL,d,065_V_d,135,F,135-F,4.587316048,33.5,39.1,36.7,35.1,28.6,0.16,34.6,0.265,0.3,12,21,SVG,R,
065,O,VL,d,065_O_d,143,H,143-H,2.354302853,33.7,35.3,33.5,31.8,46.3,0.06,36.12,0.33,0.407,33,30,ELP,R,
067,V,VL,a,067_V_a,2,H,2-H,1.013506967,2.4,31.4,23.5,3,17.3,14.24,15.52,0.143,0.354,12,27,ELP,R,
067,O,VL,a,067_O_a,15,F,15-F,4.005668929,25.7,18.8,21.3,21.9,22.2,0.37,21.98,0.251,0.265,17,44,LTB,R,
067,S,VL,a,067_S_a,34,B,34-B,3.056683994,32.8,24.5,27.2,28.7,24.9,0.42,27.62,0.229,0.347,11,15,EMB,R,
067,S,VL,b,067_S_b,38,E,38-E,5.114282981,40.9,10.3,33.4,28.1,43.6,6.02,31.26,0.339,0.511,14,49,EMB,R,
067,O,VL,b,067_O_b,59,F,59-F,2.847981067,27,29.6,30.7,32,31.9,0.15,30.24,0.213,0.292,16,33,EMB,R,
067,V,VL,b,067_V_b,64,B,64-B,2.841637669,14.4,29.3,17.9,12.4,41.5,3.08,23.1,0.143,0.229,10,24,EMB,R,
067,V,VL,c,067_V_c,77,G,77-G,2.42474419,36.4,36,35.7,30,44.4,0.27,36.5,0.218,0.462,15,14,LTB,R,
067,O,VL,c,067_O_c,85,G,85-G,0.386926432,3,2.5,2.1,2.5,20,0.05,6.02,0.073,0.087,16,47,MAG,R,
067,S,VL,c,067_S_c,87,A,87-A,0,1,19.1,0.9,1,0.9,14.95,4.58,NA,NA,NA,NA,NA,R,DEAD - No root or shoot envelope found
067,V,VL,d,067_V_d,110,G,110-G,1.027309419,14.4,2,17.7,12.2,16,3.96,12.46,0.11,0.211,10,20,ELP,R,
067,S,VL,d,067_S_d,122,F,122-F,0,1.1,1,1,1,0.9,0,1,NA,NA,NA,NA,,R,DEAD
067,O,VL,d,067_O_d,126,H,126-H,3.037525721,21.2,22.8,25.5,23.6,28.9,0.14,24.4,0.182,0.245,20,48,LTB,R,
068,V,VL,a,068_V_a,8,G,8-G,3.009063078,29.9,32.5,36.8,6.2,45.8,7.16,30.24,0.447,0.648,12,13,EMB,R,Measurements from 8-E was 8_G.This should have a plant based on chloro and picture. Should it be switched with 8-E? EB - no roots envelope for 8-G; Shoots envelope not found
068,S,VL,a,068_S_a,30,I,30-I,3.497682675,42.4,47.4,52.3,11.3,50.6,8.91,40.8,0.501,0.615,17,57,MAG,R,
068,O,VL,a,068_O_a,33,F,33-F,5.085307517,35.6,36.4,22.8,35.8,34.6,1.32,33.04,0.397,0.572,11,10,EMB,R,
068,O,VL,b,068_O_b,43,J,43-J,0.313039648,11.9,32.7,23,24.5,28.4,3.18,24.1,0.237,0.325,8,25,ELP,R,
068,V,VL,b,068_V_b,44,E,44-E,2.755706767,6.1,20.6,18.8,13.4,11.4,2.88,14.06,0.284,0.472,13,27,EMB,R,
068,S,VL,b,068_S_b,56,I,56-I,6.75828536,3.2,48.6,36.7,52.4,57.7,14.21,39.72,0.667,0.533,16,19,EMB,R,
068,V,VL,c,068_V_c,73,G,73-G,2.737109486,19.1,NA,31.7,17,13.3,2.8,20.275,0.199,0.396,20,25,LTB,R,
068,S,VL,c,068_S_c,82,J,82-J,0,1,1.1,1,1,0.9,0,1,NA,NA,NA,NA,NA,R,DEAD - No root or shoot envelope found
068,O,VL,c,068_O_c,86,F,86-F,4.152643979,40.6,33.2,12.3,52.5,42.1,8.23,36.14,0.383,0.368,9,36,MAG,R,
068,O,VL,d,068_O_d,120,F,120-F,7.470188516,46.4,51.2,53.9,15.8,42.3,7.43,41.92,0.433,0.694,19,14,EMB,R,
068,S,VL,d,068_S_d,130,C,130-C,4.921238938,42.5,23.8,6.2,33.3,0.9,9.09,21.34,0.686,0.669,17,14,SVG,R,
068,V,VL,d,068_V_d,131,G,131-G,3.474981884,20.1,39.3,46.6,10.4,43.6,9.63,32,0.418,0.442,15,19,ELP,R,
069,O,VL,a,069_O_a,3,A,3-A,1.602815923,2.7,24.7,27.4,30.3,39.4,7.45,24.9,0.078,0.164,8,45,GMF,R,
069,V,VL,a,069_V_a,10,F,10-F,2.054198417,7.9,2.6,27,24,28.5,9.29,18,0.074,0.184,6,4,ELP,R,
069,S,VL,a,069_S_a,24,G,24-G,5.622317747,2.7,36.8,40.9,50.7,46.6,13.3,35.54,0.41,0.421,42,75,LTB,R,
069,S,VL,b,069_S_b,47,J,47-J,1.447875909,39.6,36,41.1,49.8,28.2,0.82,38.94,0.112,0.244,6,30,ELP,R,
069,V,VL,b,069_V_b,57,C,57-C,2.785049158,31.4,4.6,32.3,33.2,39,7.58,28.1,0.156,0.279,8,2,EMB,R,
069,O,VL,b,069_O_b,58,A,58-A,0.730769803,1.6,4.3,3.7,21.9,20.1,11.27,10.32,0.045,0.106,5,15,EMB,R,
069,O,VL,c,069_O_c,75,G,75-G,2.11554878,25.2,25.6,21.9,31.1,37.1,0.56,28.18,0.196,0.422,16,19,JUS,R,
069,S,VL,c,069_S_c,86,D,86-D,2.625314136,32.6,17.8,39,3.3,42.7,10.98,27.08,0.361,0.425,31,59,MAG,R,
069,V,VL,c,069_V_c,98,I,98-I,6.527989621,27.6,2.7,1.9,10.7,12.3,13.27,11.04,0.203,0.384,14,22,EMB,R,
069,S,VL,d,069_S_d,109,E,109-E,0,1.1,1,1,1,1,0,1.02,,NA,NA,NA,NA,R,DEAD
069,O,VL,d,069_O_d,123,I,123-I,1.930191674,3.1,3.5,29.3,28.4,39.8,13.55,20.82,0.105,0.251,11,36,ELP,R,
069,V,VL,d,069_V_d,126,B,126-B,5.813163978,17.5,1.5,1.3,12.7,31.9,8.05,12.98,0.34,0.424,8,41,LTB,R,
070,O,VL,a,070_O_a,13,H,13-H,1.901915005,7.4,2.8,28.8,31.8,20.2,12.24,18.2,0.196,0.271,7,16,EMB,R,
070,S,VL,a,070_S_a,29,F,29-F,4.86310872,38.4,41.5,33.8,42.9,38.5,0.42,39.02,0.323,0.495,14,39,EMB,R,
070,V,VL,a,070_V_a,32,D,32-D,3.618671339,1.1,33.6,19.1,19.6,22.6,9.67,19.2,0.162,0.325,3,31,EMB,R,
070,V,VL,b,070_V_b,58,E,58-E,2.130211975,2.5,4.2,19.6,22.5,30.7,8.71,15.9,0.063,0.15,4,107,EMB,R,
070,O,VL,b,070_O_b,58,J,58-J,5.760661956,31.5,30.8,27.5,23.8,16.7,0.44,26.06,0.151,0.367,24,7,EMB,R,
070,S,VL,b,070_S_b,64,A,64-A,1.701272661,24.2,6.8,2.2,38.3,15.9,15.39,17.48,0.161,0.221,14,32,EMB,R,
070,O,VL,c,070_O_c,94,A,94-A,3.370768666,21.9,5.3,30.7,12.5,35.5,6.96,21.18,0.165,0.296,17,71,EMB,R,
070,V,VL,c,070_V_c,101,D,101-D,4.619800484,37.6,NA,48,21.2,28.5,5.13,33.825,0.238,0.314,13,22,EMB,R,
070,S,VL,c,070_S_c,108,J,108-J,7.882715495,36.5,36.7,26.1,18.1,43.8,2.75,32.24,0.311,0.3,20,8,EMB,R,
070,O,VL,d,070_O_d,131,E,131-E,4.064576826,38.3,44.3,47.6,18.1,50.3,4.72,39.72,0.357,0.48,16,25,ELP,R,
070,S,VL,d,070_S_d,132,D,132-D,0,1.1,1,1,1,0.9,0,1,0.085,NA,7,50,SVG,R,No shoots in envelope
070,V,VL,d,070_V_d,141,B,141-B,5.223417722,27.4,1.3,28.3,33.8,5.3,9.32,19.22,0.377,0.634,12,4,SVG,R,
071,O,VL,a,071_O_a,6,I,6-I,2.631047823,3.3,26.4,24.5,27.7,31.4,6.49,22.66,0.202,0.389,16,37,ELP,R,
071,V,VL,a,071_V_a,14,B,14-B,0.774597579,26.6,2.4,27.3,13.4,24.8,8.1,18.9,0.109,0.162,11,30,LTB,R,
071,S,VL,a,071_S_a,34,F,34-F,4.138164326,29.1,11.9,20.3,6.7,46.4,5.67,22.88,0.25,0.227,14,18,EMB,R,
071,S,VL,b,071_S_b,55,I,55-I,3.244426419,26.3,28.1,16.3,28.7,46.1,1.35,29.1,0.12,0.345,16,25,EMB,R,
071,O,VL,b,071_O_b,59,C,59-C,1.076991829,4.9,3.1,8.6,3.8,22,1.18,8.48,0.034,0.162,13,19,EMB,R,
071,V,VL,b,071_V_b,63,I,63-I,2.662601382,3.3,11.2,41.2,2.3,28.4,22.94,17.28,0.175,0.381,9,8,EMB,R,
071,S,VL,c,071_S_c,95,E,95-E,3.238252349,10.3,14.4,25.9,25.4,28.6,3.25,20.92,0.167,0.308,11,35,ELP,R,
071,V,VL,c,071_V_c,100,D,100-D,0.963549454,19.5,9.3,45,25.1,17,9.12,23.18,0.06,0.17,9,12,EMB,R,
071,O,VL,c,071_O_c,101,F,101-F,1.908456771,21.6,NA,24.3,17.5,27.1,0.55,22.625,0.144,0.218,9,34,MAG,R,
071,O,VL,d,071_O_d,119,H,119-H,3.766365359,9.5,23.5,26.8,25.4,34.3,2.99,23.9,0.237,0.276,12,10,EMB,R,
071,S,VL,d,071_S_d,137,J,137-J,0,,1,1,1,0.9,0,0.975,NA,NA,NA,NA,,R,DEAD
071,V,VL,d,071_V_d,140,G,140-G,3.673543763,8.9,5.2,9.1,14.3,4.9,1.49,8.48,0.359,0.553,18,8,ELP,R,
072,S,VL,a,072_S_a,4,D,4-D,5.490796059,13.1,15.5,19.3,23.6,21,1.18,18.5,0.484,0.539,10,47,AS,R,
072,O,VL,a,072_O_a,8,J,8-J,1.29907447,19.4,21.8,NA,12.5,21.9,1.3,18.9,0.106,0.179,6,17,EMB,R,
072,V,VL,a,072_V_a,31,D,31-D,1.162665526,3.9,29.3,14.3,6.5,23.5,9.67,15.5,0.077,0.221,9,22,EMB,R,
072,V,VL,b,072_V_b,50,H,50-H,3.219076405,38,48.8,42,41.7,13.2,0.48,36.74,0.177,0.317,10,13,EMB,R,
072,S,VL,b,072_S_b,58,D,58-D,4.430516921,8.1,5.6,13.5,37.1,48.2,12.9,22.5,0.169,0.453,10,53,EMB,R,
072,O,VL,b,072_O_b,62,H,62-H,2.883682535,33.6,38.3,1.5,20.7,46.9,11.52,28.2,0.182,0.389,10,10,EMB,R,
072,V,VL,c,072_V_c,77,H,77-H,1.414578751,26.9,4,12.3,24.8,34.9,6.86,20.58,0.104,0.251,16,35,LTB,R,
072,O,VL,c,072_O_c,78,E,78-E,1.807071978,25.1,23.8,33,24.6,41,0.69,29.5,0.155,0.372,23,27,EMB,R,
072,S,VL,c,072_S_c,90,D,90-D,4.989807859,55.5,35.2,42.4,19,48.8,6.09,40.18,0.353,0.44,16,42,LTB,R,
072,O,VL,d,072_O_d,109,A,109-A,1.46104302,2.8,6.6,3,17.1,35.2,6.11,12.94,0.094,0.148,15,28,ELP,R,
072,S,VL,d,072_S_d,138,G,138-G,0,,1,1,1,0.9,0,0.975,NA,NA,NA,NA,,R,DEAD
072,V,VL,d,072_V_d,142,I,142-I,2.530619147,19.8,31.4,9.5,27.6,27.3,4.24,23.12,0.106,0.389,13,31,LTB,R,
073,O,VL,a,073_O_a,2,J,2-J,0.981362157,27.9,30.5,29.1,40.7,35.6,1.07,32.76,0.155,0.156,24,31,ELP,R,
073,S,VL,a,073_S_a,25,B,25-B,1.486215022,5.9,NA,18.1,19.7,21.6,3.91,16.325,0.125,0.228,9,5,EMB,R,
073,V,VL,a,073_V_a,30,C,30-C,2.943654609,13.1,44.3,45.2,47.7,49.7,7.14,40,0.184,0.344,9,11,EMB,R,
073,V,VL,b,073_V_b,47,H,47-H,1.308332313,1.7,8.7,25.7,31,27.4,11.42,18.9,0.094,0.153,10,10,ELP,R,
073,S,VL,b,073_S_b,57,E,57-E,3.589452823,35.7,32.4,32.3,31.4,37.8,0.11,33.92,0.313,0.464,14,15,EMB,R,
073,O,VL,b,073_O_b,61,G,61-G,4.502196348,29.9,32.6,43.4,38,33.8,1,35.54,0.268,0.318,17,25,EMB,R,
073,V,VL,c,073_V_c,74,F,74-F,2.257416658,31.1,30.8,27.8,27.6,28.8,0.12,29.22,0.136,0.284,26,5,LTB,R,
073,S,VL,c,073_S_c,87,G,87-G,0,1,19.2,1,1,0.9,14.92,4.62,NA,NA,NA,NA,NA,R,DEAD - No root or shoot envelope found
073,O,VL,c,073_O_c,93,H,93-H,3.330239432,44.5,44.1,54.3,52.2,48.9,0.56,48.8,0.289,0.435,19,15,EMB,R,
073,S,VL,d,073_S_d,116,E,116-E,5.125485756,25.1,30.5,41.3,30.9,39.5,1.44,33.46,0.499,0.657,15,13,EMB,R,
073,V,VL,d,073_V_d,133,B,133-B,4.022989893,38.5,6.8,19.1,12.4,16.5,9.94,18.66,0.389,0.446,18,15,LTB,R,
073,O,VL,d,073_O_d,137,B,137-B,4.12795009,,35.1,54.9,37.6,46,2.73,43.4,0.319,0.47,16,14,LTB,R,
074,O,VL,a,074_O_a,11,B,11-B,3.597593361,19.9,4.7,23.7,26.3,34.2,5.01,21.76,0.237,0.389,28,49,ELP,R,
074,V,VL,a,074_V_a,17,F,17-F,4.379487556,2.4,43.2,27.4,41.8,21.4,12.49,27.24,0.401,0.467,18,73,EMB,R,
074,S,VL,a,074_S_a,36,I,36-I,8.222287368,1.8,32.3,37.9,81.1,32.3,27.87,37.08,0.332,0.397,15,22,EMB,R,
074,O,VL,b,074_O_b,47,I,47-I,0.719938297,1.9,8.3,13.1,21.8,25.8,6.23,14.18,0.033,0.123,6,30,ELP,R,
074,S,VL,b,074_S_b,57,B,57-B,1.661126268,1.9,12.9,11.4,48,26.3,22.06,20.1,0.243,0.144,17,33,EMB,R,
074,V,VL,b,074_V_b,57,I,57-I,4.072468729,19.1,27.2,28.2,32.5,36.8,1.17,28.76,0.051,0.404,12,65,EMB,R,
074,V,VL,c,074_V_c,78,D,78-D,3.280649986,22.7,26.9,28.1,30.8,32.9,0.42,28.28,0.304,0.429,11,18,EMB,R,
074,S,VL,c,074_S_c,80,G,80-G,2.240212936,23.6,3.1,35.5,4,42.8,15.05,21.8,0.115,0.278,9,23,EMB,R,
074,O,VL,c,074_O_c,93,C,93-C,2.01823825,28.2,2.3,17.6,27.9,35.2,7.8,22.24,0.163,0.288,14,23,EMB,R,
074,O,VL,d,074_O_d,112,F,112-F,2.709466954,28.9,31.6,31.5,31.4,39.4,0.05,32.56,0.128,0.389,15,35,ELP,R,
074,S,VL,d,074_S_d,138,B,138-B,1.061997279,,3.5,18.7,22.8,8.2,6.89,13.3,0.094,0.289,8,36,ELP,R,
